	reporter	partner	transport	Tradelane	year	FLOW	cargo	KG	EUR	ExIm
16829	LT	BY	Road	BY-LT	2019	1	 43 - FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF	388	3656	Import
16830	LT	BY	Road	BY-LT	2019	1	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	752652681	141744477	Import
16831	LT	BY	Road	BY-LT	2019	1	 45 - CORK AND ARTICLES OF CORK	17	183	Import
16832	LT	BY	Road	BY-LT	2019	1	 46 - MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK	1816640	3740815	Import
16833	LT	BY	Road	BY-LT	2019	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	19147	386670	Import
16834	LT	BY	Road	BY-LT	2019	1	 51 - WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC	6235	42418	Import
16835	LT	BY	Road	BY-LT	2019	1	 52 - COTTON	74024	336191	Import
16836	LT	BY	Road	BY-LT	2019	1	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	4514175	12672762	Import
16837	LT	BY	Road	BY-LT	2019	1	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	1746703	3948440	Import
16838	LT	BY	Road	BY-LT	2019	1	 55 - MAN-MADE STAPLE FIBRES	1075723	1717917	Import
16839	LT	BY	Road	BY-LT	2019	1	 57 - CARPETS AND OTHER TEXTILE FLOOR COVERINGS	385	754	Import
16840	LT	BY	Road	BY-LT	2019	1	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	2303	35904	Import
16841	LT	BY	Road	BY-LT	2019	1	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	3390	81128	Import
16842	LT	BY	Road	BY-LT	2019	1	 60 - KNITTED OR CROCHETED FABRICS	29362	196188	Import
16843	LT	BY	Road	BY-LT	2019	1	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	268856	9758344	Import
16844	LT	BY	Road	BY-LT	2019	1	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	222385	7555793	Import
16845	LT	BY	Road	BY-LT	2019	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	319144	339921	Import
16846	LT	BY	Road	BY-LT	2019	1	 64 - FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES	5378	174256	Import
16847	LT	BY	Road	BY-LT	2019	1	 66 - UMBRELLAS, SUN UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF	215	2200	Import
16848	LT	BY	Road	BY-LT	2019	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	13416437	1936994	Import
16849	LT	BY	Road	BY-LT	2019	1	 69 - CERAMIC PRODUCTS	1117275	383588	Import
16850	LT	BY	Road	BY-LT	2019	1	 7 - EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS	2446165	7973305	Import
16851	LT	BY	Road	BY-LT	2019	1	 70 - GLASS AND GLASSWARE	20869159	6026598	Import
16852	LT	BY	Road	BY-LT	2019	1	 71 - NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN	15289	1071799	Import
16853	LT	BY	Road	BY-LT	2019	1	 72 - IRON AND STEEL	4753264	3282306	Import
16854	LT	BY	Road	BY-LT	2019	1	 73 - ARTICLES OF IRON OR STEEL	29398803	29455131	Import
16855	LT	BY	Road	BY-LT	2019	1	 74 - COPPER AND ARTICLES THEREOF	926907	4139837	Import
16856	LT	BY	Road	BY-LT	2019	1	 75 - NICKEL AND ARTICLES THEREOF	3207	32485	Import
16857	LT	BY	Road	BY-LT	2019	1	 76 - ALUMINIUM AND ARTICLES THEREOF	7357491	28556779	Import
16858	LT	BY	Road	BY-LT	2019	1	 79 - ZINC AND ARTICLES THEREOF	13215	20979	Import
16859	LT	BY	Road	BY-LT	2019	1	 8 - EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS	7753317	16705215	Import
16860	LT	BY	Road	BY-LT	2019	1	 81 - OTHER BASE METALS; CERMETS; ARTICLES THEREOF	60478	446816	Import
16861	LT	BY	Road	BY-LT	2019	1	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	45345	230721	Import
16862	LT	BY	Road	BY-LT	2019	1	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	410453	1188296	Import
16863	LT	BY	Road	BY-LT	2019	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	2803875	12230539	Import
16864	LT	BY	Road	BY-LT	2019	1	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	286585	635773	Import
16865	LT	BY	Road	BY-LT	2019	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	2769511	7408803	Import
16866	LT	BY	Road	BY-LT	2019	1	 88 - AIRCRAFT, SPACECRAFT, AND PARTS THEREOF	2797	9414	Import
16867	LT	BY	Road	BY-LT	2019	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	56549	13048075	Import
16868	LT	BY	Road	BY-LT	2019	1	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	46	1106	Import
16869	LT	BY	Road	BY-LT	2019	1	 93 - ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF	37	3790	Import
16870	LT	BY	Road	BY-LT	2019	1	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	12555605	13867523	Import
16871	LT	BY	Road	BY-LT	2019	1	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	142314	2350656	Import
16872	LT	BY	Road	BY-LT	2019	1	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	29227	201781	Import
16873	LT	BY	Road	BY-LT	2019	1	 97 - WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES	392	64548	Import
16874	LT	BY	Road	BY-LT	2020	1	1 - LIVE ANIMALS	6633	34264	Import
16875	LT	BY	Road	BY-LT	2020	1	10 - CEREALS	4	27	Import
16876	LT	BY	Road	BY-LT	2020	1	11 - PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN	27920	21962	Import
16877	LT	BY	Road	BY-LT	2020	1	15 - ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES	13068483	8479889	Import
16878	LT	BY	Road	BY-LT	2020	1	16 - PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	1275536	3482118	Import
16879	LT	BY	Road	BY-LT	2020	1	17 - SUGARS AND SUGAR CONFECTIONERY	130981	357358	Import
16880	LT	BY	Road	BY-LT	2020	1	25 - SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT	228740	32519	Import
16881	LT	BY	Road	BY-LT	2020	1	41 - RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	32822	155095	Import
16882	LT	BY	Road	BY-LT	2020	1	47 - PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD	1727316	729720	Import
16883	LT	BY	Road	BY-LT	2020	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	6708653	4119606	Import
16884	LT	BY	Road	BY-LT	2020	1	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	2803542	5071096	Import
16885	LT	BY	Road	BY-LT	2020	1	65 - HEADGEAR AND PARTS THEREOF	1563	116655	Import
16886	LT	BY	Road	BY-LT	2020	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	2254820	10892850	Import
16887	LT	BY	Road	BY-LT	2020	1	9 - COFFEE, TEA, MATÉ AND SPICES	1000	5060	Import
16888	LT	BY	Road	BY-LT	2020	1	 12 - OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER	180040	182494	Import
16889	LT	BY	Road	BY-LT	2020	1	 13 - LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS	713000	94354	Import
16890	LT	BY	Road	BY-LT	2020	1	 14 - VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED	178000	24314	Import
16891	LT	BY	Road	BY-LT	2020	1	 18 - COCOA AND COCOA PREPARATIONS	306099	939548	Import
16892	LT	BY	Road	BY-LT	2020	1	 19 - PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS' PRODUCTS	265745	329443	Import
16893	LT	BY	Road	BY-LT	2020	1	 20 - PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS	187918	380325	Import
16894	LT	BY	Road	BY-LT	2020	1	 21 - MISCELLANEOUS EDIBLE PREPARATIONS	613472	520217	Import
16895	LT	BY	Road	BY-LT	2020	1	 22 - BEVERAGES, SPIRITS AND VINEGAR	31986313	10934863	Import
16896	LT	BY	Road	BY-LT	2020	1	 23 - RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER	570800	100528	Import
16897	LT	BY	Road	BY-LT	2020	1	 26 - ORES, SLAG AND ASH	284399	517	Import
16898	LT	BY	Road	BY-LT	2020	1	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	7131726	3533894	Import
16899	LT	BY	Road	BY-LT	2020	1	 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES	1008081	81207	Import
16900	LT	BY	Road	BY-LT	2020	1	 29 - ORGANIC CHEMICALS	982291	676706	Import
16901	LT	BY	Road	BY-LT	2020	1	 3 - FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES	86965	137294	Import
16902	LT	BY	Road	BY-LT	2020	1	 30 - PHARMACEUTICAL PRODUCTS	11019	319093	Import
16903	LT	BY	Road	BY-LT	2020	1	 31 - FERTILISERS	100400	15148	Import
16904	LT	BY	Road	BY-LT	2020	1	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	213636	402897	Import
16905	LT	BY	Road	BY-LT	2020	1	 33 - ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS	154984	578238	Import
16906	LT	BY	Road	BY-LT	2020	1	 34 - SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER	817393	677756	Import
16907	LT	BY	Road	BY-LT	2020	1	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	2615	20120	Import
16908	LT	BY	Road	BY-LT	2020	1	 36 - EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS	16060	27004	Import
16909	LT	BY	Road	BY-LT	2020	1	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	1638245	768244	Import
16910	LT	BY	Road	BY-LT	2020	1	 39 - PLASTICS AND ARTICLES THEREOF	6155442	11856240	Import
16911	LT	BY	Road	BY-LT	2020	1	 4 - DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	321644	364792	Import
16912	LT	BY	Road	BY-LT	2020	1	 40 - RUBBER AND ARTICLES THEREOF	1763317	5676155	Import
16913	LT	BY	Road	BY-LT	2020	1	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	14951	1009248	Import
16914	LT	BY	Road	BY-LT	2020	1	 43 - FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF	3	274	Import
16915	LT	BY	Road	BY-LT	2020	1	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	835389560	156200256	Import
16916	LT	BY	Road	BY-LT	2020	1	 45 - CORK AND ARTICLES OF CORK	46	189	Import
16917	LT	BY	Road	BY-LT	2020	1	 46 - MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK	1961028	3848931	Import
16918	LT	BY	Road	BY-LT	2020	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	48832	472866	Import
16919	LT	BY	Road	BY-LT	2020	1	 5 - PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	1265	3800	Import
16920	LT	BY	Road	BY-LT	2020	1	 51 - WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC	10385	108826	Import
16921	LT	BY	Road	BY-LT	2020	1	 52 - COTTON	92965	533091	Import
16922	LT	BY	Road	BY-LT	2020	1	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	4943845	14700888	Import
16923	LT	BY	Road	BY-LT	2020	1	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	1707822	3537699	Import
16924	LT	BY	Road	BY-LT	2020	1	 55 - MAN-MADE STAPLE FIBRES	2341390	2194315	Import
16925	LT	BY	Road	BY-LT	2020	1	 57 - CARPETS AND OTHER TEXTILE FLOOR COVERINGS	13	119	Import
16926	LT	BY	Road	BY-LT	2020	1	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	2923	69348	Import
16927	LT	BY	Road	BY-LT	2020	1	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	3738	126402	Import
16928	LT	BY	Road	BY-LT	2020	1	 60 - KNITTED OR CROCHETED FABRICS	32445	173222	Import
16929	LT	BY	Road	BY-LT	2020	1	 61 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CROCHETED	229599	9864425	Import
16930	LT	BY	Road	BY-LT	2020	1	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	143062	5401685	Import
16931	LT	BY	Road	BY-LT	2020	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	197378	595705	Import
16932	LT	BY	Road	BY-LT	2020	1	 64 - FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES	1226	40656	Import
16933	LT	BY	Road	BY-LT	2020	1	 66 - UMBRELLAS, SUN UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF	4	136	Import
16934	LT	BY	Road	BY-LT	2020	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	16967679	3293841	Import
16935	LT	BY	Road	BY-LT	2020	1	 69 - CERAMIC PRODUCTS	845070	257876	Import
16936	LT	BY	Road	BY-LT	2020	1	 7 - EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS	2036727	7694526	Import
16937	LT	BY	Road	BY-LT	2020	1	 70 - GLASS AND GLASSWARE	17660501	4797878	Import
16938	LT	BY	Road	BY-LT	2020	1	 71 - NATURAL OR CULTURED PEARLS, PRECIOUS OR SEMI-PRECIOUS STONES, PRECIOUS METALS, METALS CLAD WITH PRECIOUS METAL, AND ARTICLES THEREOF; IMITATION JEWELLERY; COIN	18795	2032164	Import
16939	LT	BY	Road	BY-LT	2020	1	 72 - IRON AND STEEL	6605994	3427787	Import
16940	LT	BY	Road	BY-LT	2020	1	 73 - ARTICLES OF IRON OR STEEL	29869287	30925807	Import
16941	LT	BY	Road	BY-LT	2020	1	 74 - COPPER AND ARTICLES THEREOF	961139	3761148	Import
16942	LT	BY	Road	BY-LT	2020	1	 75 - NICKEL AND ARTICLES THEREOF	3600	30144	Import
16943	LT	BY	Road	BY-LT	2020	1	 76 - ALUMINIUM AND ARTICLES THEREOF	9834745	37498021	Import
16944	LT	BY	Road	BY-LT	2020	1	 78 - LEAD AND ARTICLES THEREOF	2878	45088	Import
16945	LT	BY	Road	BY-LT	2020	1	 79 - ZINC AND ARTICLES THEREOF	98049	107908	Import
16946	LT	BY	Road	BY-LT	2020	1	 8 - EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS	11391970	24615292	Import
16947	LT	BY	Road	BY-LT	2020	1	 81 - OTHER BASE METALS; CERMETS; ARTICLES THEREOF	46050	269003	Import
16948	LT	BY	Road	BY-LT	2020	1	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	40764	240734	Import
16949	LT	BY	Road	BY-LT	2020	1	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	448746	1423036	Import
16950	LT	BY	Road	BY-LT	2020	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	4174411	16573334	Import
16951	LT	BY	Road	BY-LT	2020	1	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	27180	69034	Import
16952	LT	BY	Road	BY-LT	2020	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	3444635	11090027	Import
16953	LT	BY	Road	BY-LT	2020	1	 88 - AIRCRAFT, SPACECRAFT, AND PARTS THEREOF	80	1000	Import
16954	LT	BY	Road	BY-LT	2020	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	53830	14367023	Import
16955	LT	BY	Road	BY-LT	2020	1	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	575	7342	Import
16956	LT	BY	Road	BY-LT	2020	1	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	15832871	17799274	Import
16957	LT	BY	Road	BY-LT	2020	1	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	139162	3892944	Import
16958	LT	BY	Road	BY-LT	2020	1	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	26315	434763	Import
16959	LT	BY	Road	BY-LT	2020	1	 97 - WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES	338	25290	Import
16960	LT	BY	Road	BY-LT	2021	1	1 - LIVE ANIMALS	20675	510734	Import
16961	LT	BY	Road	BY-LT	2021	1	15 - ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES	8775456	8568386	Import
16962	LT	BY	Road	BY-LT	2021	1	16 - PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	1357536	3629388	Import
16963	LT	BY	Road	BY-LT	2021	1	17 - SUGARS AND SUGAR CONFECTIONERY	106758	280080	Import
16964	LT	BY	Road	BY-LT	2021	1	25 - SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT	263645	29755	Import
16965	LT	BY	Road	BY-LT	2021	1	41 - RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	433915	646520	Import
16966	LT	BY	Road	BY-LT	2021	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	5958251	4916729	Import
16967	LT	BY	Road	BY-LT	2021	1	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	734689	1594926	Import
16968	LT	BY	Road	BY-LT	2021	1	65 - HEADGEAR AND PARTS THEREOF	2827	199451	Import
16969	LT	BY	Road	BY-LT	2021	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	3234842	24439652	Import
16970	LT	BY	Road	BY-LT	2021	1	9 - COFFEE, TEA, MATÉ AND SPICES	6720	16584	Import
16971	LT	BY	Road	BY-LT	2021	1	 12 - OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER	494005	613952	Import
16972	LT	BY	Road	BY-LT	2021	1	 13 - LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS	671260	69539	Import
16973	LT	BY	Road	BY-LT	2021	1	 14 - VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED	161000	23010	Import
16974	LT	BY	Road	BY-LT	2021	1	 18 - COCOA AND COCOA PREPARATIONS	119770	417245	Import
16975	LT	BY	Road	BY-LT	2021	1	 19 - PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS' PRODUCTS	301172	424417	Import
16976	LT	BY	Road	BY-LT	2021	1	 2 - MEAT AND EDIBLE MEAT OFFAL	83548	81143	Import
16977	LT	BY	Road	BY-LT	2021	1	 20 - PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS	178361	390223	Import
16978	LT	BY	Road	BY-LT	2021	1	 21 - MISCELLANEOUS EDIBLE PREPARATIONS	455749	607012	Import
16979	LT	BY	Road	BY-LT	2021	1	 22 - BEVERAGES, SPIRITS AND VINEGAR	30803375	8300347	Import
16980	LT	BY	Road	BY-LT	2021	1	 23 - RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER	550218	118410	Import
16981	LT	BY	Road	BY-LT	2021	1	 26 - ORES, SLAG AND ASH	140000	31205	Import
16982	LT	BY	Road	BY-LT	2021	1	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	8392587	4299907	Import
16983	LT	BY	Road	BY-LT	2021	1	 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES	1185500	102396	Import
16984	LT	BY	Road	BY-LT	2021	1	 29 - ORGANIC CHEMICALS	547327	512775	Import
16985	LT	BY	Road	BY-LT	2021	1	 3 - FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES	445665	1531567	Import
16986	LT	BY	Road	BY-LT	2021	1	 30 - PHARMACEUTICAL PRODUCTS	3255	108187	Import
16987	LT	BY	Road	BY-LT	2021	1	 31 - FERTILISERS	2501071	688709	Import
16988	LT	BY	Road	BY-LT	2021	1	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	177607	357607	Import
16989	LT	BY	Road	BY-LT	2021	1	 33 - ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS	141776	648911	Import
16990	LT	BY	Road	BY-LT	2021	1	 34 - SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER	2703446	2489223	Import
16991	LT	BY	Road	BY-LT	2021	1	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	5905	31674	Import
16992	LT	BY	Road	BY-LT	2021	1	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	989690	1679589	Import
16993	LT	BY	Road	BY-LT	2021	1	 39 - PLASTICS AND ARTICLES THEREOF	11693172	23561458	Import
16994	LT	BY	Road	BY-LT	2021	1	 4 - DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	580000	686100	Import
